id,type,category,name,asset_category,fileid,posx,posy,posz,anglex,angley,anglez,desc
51,weapon;1,icon;2;1,gg1sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300060,0,0,0,0,0,0,ÃèÊö
51,weapon;1,effect;4,w51effect,assetobject;1,0143e7ed0e68afe4c80749367f23cc52:184016,0,0,0,0,0,0,ÃèÊö
51,weapon;1,effect;4;1,w51bombeffect,assetobject;1,c3d1a845b1e87ea468b51d2c6a2b2d25:100012,0,0,0,0,0,0,ÃèÊö
52,weapon;1,icon;2;1,w52sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300058,0,0,0,0,0,0,ÃèÊö
54,weapon;1,icon;2;1,w54sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300024,0,0,0,0,0,0,ÃèÊö
57,weapon;1,icon;2;1,w57sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300080,0,0,0,0,0,0,ÃèÊö
57,weapon;1,sound;3;0,w57fire,assetobject;1,f898622bda6fbb745871c2de87e34ffe:100000,0,0,0,0,0,0,ÃèÊö
57,weapon;1,sound;3;1,w57_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
57,weapon;1,sound;3;2,w57_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
57,weapon;1,sound;3;3,w57_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
57,weapon;1,sound;3;4,w57_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
64,weapon;1,icon;2;1,w64sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300026,0,0,0,0,0,0,ÃèÊö
65,weapon;1,icon;2,w65 icon,assetobject;1,63a200981045be149b3618abb459cbe1:21300104,0,0,0,0,0,0,ÃèÊö
65,weapon;1,icon;2;1,w65sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300048,0,0,0,0,0,0,ÃèÊö
66,weapon;1,icon;2;1,w66sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300062,0,0,0,0,0,0,ÃèÊö
66,weapon;1,effect;4,w66effect,assetobject;1,a040b6d5768a6cb42a09a785d6ad18ae:100000,0,0,0,0,0,0,ÃèÊö
67,weapon;1,icon;2;1,w67sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300074,0,0,0,0,0,0,ÃèÊö
67,weapon;1,effect;4,w67effect,assetobject;1,ca03f33c9eefb5749afa46202c8256ee:100000,0,0,0,0,0,0,ÃèÊö
69,weapon;1,icon;2;1,w69sp,assetobject;1,6d8ba0a095ad6ac40bd1243f6dec5b61:21300066,0,0,0,0,0,0,ÃèÊö
71,weapon;1,icon;2;1,w71sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300068,0,0,0,0,0,0,ÃèÊö
72,weapon;1,icon;2;1,w72sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300082,0,0,0,0,0,0,ÃèÊö
73,weapon;1,icon;2;1,w73sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300070,0,0,0,0,0,0,ÃèÊö
74,weapon;1,icon;2;1,w74sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300034,0,0,0,0,0,0,ÃèÊö
74,weapon;1,sound;3;0,handgun74_fire,assetobject;1,44b71bdd728796c4ebd1a274d3ecf1c5:100000,0,0,0,0,0,0,ÃèÊö
74,weapon;1,sound;3;1,handgun74_reload1,assetobject;1,7d2c0f2b82cf3704d802f11623667fc3:136006,0,0,0,0,0,0,ÃèÊö
74,weapon;1,sound;3;2,handgun74_reload2,assetobject;1,d2ab4221d46c30842ad34768d868983e:152338,0,0,0,0,0,0,ÃèÊö
74,weapon;1,sound;3;3,handgun74_reload3,assetobject;1,52cab93d62e5d774bb9370fb66bc95ca:143590,0,0,0,0,0,0,ÃèÊö
74,weapon;1,sound;3;4,handgun74_deploy,assetobject;1,ffb1ee3bd05c140469174a34d2f2164f:100000,0,0,0,0,0,0,ÃèÊö
75,weapon;1,icon;2;1,w75sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300048,0,0,0,0,0,0,ÃèÊö
75,weapon;1,sound;3;0,w75_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
75,weapon;1,sound;3;1,w75_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
75,weapon;1,sound;3;2,w75_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
75,weapon;1,sound;3;3,w75_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
75,weapon;1,sound;3;4,w75_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
76,weapon;1,icon;2;1,w76sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300026,0,0,0,0,0,0,ÃèÊö
76,weapon;1,sound;3;0,w76_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
76,weapon;1,sound;3;1,w76_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
76,weapon;1,sound;3;2,w76_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
76,weapon;1,sound;3;3,w76_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
76,weapon;1,sound;3;4,w76_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
77,weapon;1,icon;2;1,w77sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300060,0,0,0,0,0,0,ÃèÊö
77,weapon;1,sound;3;0,w77_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
77,weapon;1,sound;3;1,w77_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
77,weapon;1,sound;3;2,w77_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
77,weapon;1,sound;3;3,w77_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
77,weapon;1,sound;3;4,w77_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
78,weapon;1,icon;2;1,w78sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300018,0,0,0,0,0,0,ÃèÊö
78,weapon;1,sound;3;0,w78_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
78,weapon;1,sound;3;1,w78_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
78,weapon;1,sound;3;2,w78_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
78,weapon;1,sound;3;3,w78_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
78,weapon;1,sound;3;4,w78_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
79,weapon;1,icon;2;1,w79sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300030,0,0,0,0,0,0,ÃèÊö
79,weapon;1,sound;3;0,w79_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
79,weapon;1,sound;3;1,w79_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
79,weapon;1,sound;3;2,w79_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
79,weapon;1,sound;3;3,w79_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
79,weapon;1,sound;3;4,w79_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
80,weapon;1,icon;2;1,w80sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300052,0,0,0,0,0,0,ÃèÊö
80,weapon;1,sound;3;0,w80_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
80,weapon;1,sound;3;1,w80_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
80,weapon;1,sound;3;2,w80_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
80,weapon;1,sound;3;3,w80_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
80,weapon;1,sound;3;4,w80_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
81,weapon;1,icon;2;1,w81sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300064,0,0,0,0,0,0,ÃèÊö
81,weapon;1,sound;3;0,w81_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
81,weapon;1,sound;3;1,w81_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
81,weapon;1,sound;3;2,w81_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
81,weapon;1,sound;3;3,w81_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
81,weapon;1,sound;3;4,w81_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
82,weapon;1,icon;2;1,w82sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300076,0,0,0,0,0,0,ÃèÊö
83,weapon;1,icon;2;1,w83sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300078,0,0,0,0,0,0,ÃèÊö
83,weapon;1,sound;3;0,w83_shoot,assetobject;1,92f935782c19f2a4ea91a3463f2e9a67:100000,0,0,0,0,0,0,ÃèÊö
83,weapon;1,sound;3;1,w83_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
83,weapon;1,sound;3;2,w83_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
83,weapon;1,sound;3;3,w83_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
83,weapon;1,sound;3;4,w83_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
84,weapon;1,icon;2;1,w84sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300014,0,0,0,0,0,0,ÃèÊö
84,weapon;1,sound;3;0,w84_shoot,assetobject;1,92f935782c19f2a4ea91a3463f2e9a67:100000,0,0,0,0,0,0,ÃèÊö
84,weapon;1,sound;3;1,w84_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
84,weapon;1,sound;3;2,w84_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
84,weapon;1,sound;3;3,w84_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
84,weapon;1,sound;3;4,w84_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
85,weapon;1,icon;2;1,w85sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300062,0,0,0,0,0,0,ÃèÊö
86,weapon;1,icon;2;1,w86sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300024,0,0,0,0,0,0,ÃèÊö
87,weapon;1,icon;2;1,w87sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300020,0,0,0,0,0,0,ÃèÊö
88,weapon;1,icon;2;1,w88sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300006,0,0,0,0,0,0,ÃèÊö
88,weapon;1,sound;3;0,w88_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
88,weapon;1,sound;3;4,w88_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
89,weapon;1,icon;2;1,w89sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300028,0,0,0,0,0,0,ÃèÊö
90,weapon;1,icon;2;1,w90sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300056,0,0,0,0,0,0,ÃèÊö
91,weapon;1,icon;2;1,w91sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300074,0,0,0,0,0,0,ÃèÊö
92,weapon;1,icon;2;1,w92sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300050,0,0,0,0,0,0,ÃèÊö
92,weapon;1,sound;3;0,w92_shoot,assetobject;1,e9aa869d24edf9640ae6f287de1f02fe:169536,0,0,0,0,0,0,ÃèÊö
92,weapon;1,sound;3;4,w92_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
93,weapon;1,icon;2;1,w93sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300004,0,0,0,0,0,0,ÃèÊö
94,weapon;1,icon;2;1,w94sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300054,0,0,0,0,0,0,ÃèÊö
95,weapon;1,icon;2;1,w95sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300002,0,0,0,0,0,0,ÃèÊö
96,weapon;1,icon;2;1,w96sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300000,0,0,0,0,0,0,ÃèÊö
97,weapon;1,icon;2;1,w97sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300016,0,0,0,0,0,0,ÃèÊö
97,weapon;1,sound;3;0,w97_shoot,assetobject;1,499ba76c96a1b004b906ade729f93655:100000,0,0,0,0,0,0,ÃèÊö
97,weapon;1,sound;3;4,w97_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
98,weapon;1,icon;2;1,w98sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300008,0,0,0,0,0,0,ÃèÊö
98,weapon;1,sound;3;0,w98_shoot,assetobject;1,499ba76c96a1b004b906ade729f93655:100000,0,0,0,0,0,0,ÃèÊö
98,weapon;1,sound;3;1,w98_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
98,weapon;1,sound;3;2,w98_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
98,weapon;1,sound;3;3,w98_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
98,weapon;1,sound;3;4,w98_draw,assetobject;1,e43c62fdf50a7384caa901bf06cdb59a:100000,0,0,0,0,0,0,ÃèÊö
99,weapon;1,icon;2;1,w99sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300058,0,0,0,0,0,0,ÃèÊö
99,weapon;1,sound;3;0,w99_shoot,assetobject;1,499ba76c96a1b004b906ade729f93655:100000,0,0,0,0,0,0,ÃèÊö
99,weapon;1,sound;3;1,w99_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
99,weapon;1,sound;3;2,w99_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
99,weapon;1,sound;3;3,w99_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
99,weapon;1,sound;3;4,w99_draw,assetobject;1,e43c62fdf50a7384caa901bf06cdb59a:100000,0,0,0,0,0,0,ÃèÊö
100,weapon;1,icon;2;1,w100sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300066,0,0,0,0,0,0,ÃèÊö
100,weapon;1,sound;3;0,w100_shoot,assetobject;1,499ba76c96a1b004b906ade729f93655:100000,0,0,0,0,0,0,ÃèÊö
100,weapon;1,sound;3;1,w100_reload1,assetobject;1,8dcfb9a5fdea9c641a75fff607b95511:100000,0,0,0,0,0,0,ÃèÊö
100,weapon;1,sound;3;2,w100_reload2,assetobject;1,e45237c1d2a47d14db68b6b770afe846:100000,0,0,0,0,0,0,ÃèÊö
100,weapon;1,sound;3;3,w100_reload3,assetobject;1,a4c7eccb787580c448f62515cd07cf05:100000,0,0,0,0,0,0,ÃèÊö
100,weapon;1,sound;3;4,w100_draw,assetobject;1,e43c62fdf50a7384caa901bf06cdb59a:100000,0,0,0,0,0,0,ÃèÊö
101,weapon;1,icon;2;1,w101sp,assetobject;1,961d2ffa3bf4c1e438a674322767b896:21300084,0,0,0,0,0,0,ÃèÊö
101,weapon;1,sound;3;0,w101_shoot,assetobject;1,92f935782c19f2a4ea91a3463f2e9a67:100000,0,0,0,0,0,0,ÃèÊö
101,weapon;1,sound;3;4,w101_draw,assetobject;1,afad0cc1cf6c2ec49a5bf18d7686aab9:100000,0,0,0,0,0,0,ÃèÊö
1000,weapon;1,effect;4,w1000effect,assetobject;1,f038f7623e484e14983c1b38a06ff1eb:100000,0,0,0,0,0,0,ÍÀµ¶ÌØĞ§
1001,weapon;1,effect;4,effect w1001,assetobject;1,2df474cbe5486a04cb6fb9d7d6c5078c:100000,0,0,0,0,0,0,ËáÒº
1002,weapon;1,effect;4,effect w1002,assetobject;1,0b648a9a861426148b12e1fdde3fe7ff:100000,0,0,0,50,0,0,Í¶Ê¯
1,armor;2,icon;2;1,cap1,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300032,0,0,0,0,0,0,ÃèÊö
3,armor;2,icon;2;1,moto cap3,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300036,0,0,0,0,0,0,ÃèÊö
4,armor;2,icon;2;1,safe cap3,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300042,0,0,0,0,0,0,ÃèÊö
22,armor;2,icon;2;1,shirt22,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300018,0,0,0,0,0,0,ÃèÊö
23,armor;2,icon;2;1,shirt23,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300004,0,0,0,0,0,0,ÃèÊö
24,armor;2,icon;2;1,shirt24,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300012,0,0,0,0,0,0,ÃèÊö
25,armor;2,icon;2;1,shirt25,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300024,0,0,0,0,0,0,ÃèÊö
26,armor;2,icon;2;1,shirt26,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300006,0,0,0,0,0,0,ÃèÊö
27,armor;2,icon;2;1,shirt27,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300022,0,0,0,0,0,0,ÃèÊö
28,armor;2,icon;2;1,shirt28,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300016,0,0,0,0,0,0,ÃèÊö
29,armor;2,icon;2;1,shirt29,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300000,0,0,0,0,0,0,ÃèÊö
31,armor;2,icon;2;1,shirt31,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300028,0,0,0,0,0,0,ÃèÊö
32,armor;2,icon;2;1,shirt32,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300002,0,0,0,0,0,0,ÃèÊö
37,armor;2,icon;2;1,shirt32,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300026,0,0,0,0,0,0,°×É«ÌåĞô
46,armor;2,icon;2;1,pants46 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300030,0,0,0,0,0,0,ÃèÊö
48,armor;2,icon;2;1,pants48 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300040,0,0,0,0,0,0,ÃèÊö
51,armor;2,icon;2;1,pants51 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300038,0,0,0,0,0,0,ÃèÊö
60,armor;2,icon;2;1,shoes60 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300050,0,0,0,0,0,0,ÃèÊö
61,armor;2,icon;2;1,shoes61 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300044,0,0,0,0,0,0,ÃèÊö
62,armor;2,icon;2;1,shoes62 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300048,0,0,0,0,0,0,ÃèÊö
65,armor;2,icon;2;1,hat65 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300010,0,0,0,0,0,0,ÃèÊö
69,armor;2,icon;2;1,shoes69 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300046,0,0,0,0,0,0,ÃèÊö
80,armor;2,icon;2;1,hand80 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300034,0,0,0,0,0,0,ÃèÊö
82,armor;2,icon;2;1,hand82 icon,assetobject;1,924f4b4e8c9cab440a458383de87ce27:21300054,0,0,0,0,0,0,¹¤×÷ÊÖÌ×
100,armor;2,icon;2;1,bag100 sp,assetobject;1,63a200981045be149b3618abb459cbe1:21300112,0,0,0,0,0,0,ÃèÊö
101,armor;2,icon;2;1,bag101 sp,assetobject;1,63a200981045be149b3618abb459cbe1:21300054,0,0,0,0,0,0,ÃèÊö
102,armor;2,icon;2;1,bag102 sp,assetobject;1,63a200981045be149b3618abb459cbe1:21300028,0,0,0,0,0,0,ÃèÊö
1,Consume;3,icon;2;1,pit icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300082,0,0,0,0,0,0,ÃèÊö
2,Consume;3,icon;2;1,tomato icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300014,0,0,0,0,0,0,ÃèÊö
5,Consume;3,icon;2;1,cococale icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300084,0,0,0,0,0,0,ÃèÊö
7,Consume;3,icon;2;1,peigen icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300086,0,0,0,0,0,0,ÃèÊö
8,Consume;3,icon;2;1,beef can icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300052,0,0,0,0,0,0,ÃèÊö
9,Consume;3,icon;2;1,sd fish can icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300034,0,0,0,0,0,0,ÃèÊö
10,Consume;3,icon;2;1,water icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300016,0,0,0,0,0,0,ÃèÊö
11,Consume;3,icon;2;1,pinguo water icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300068,0,0,0,0,0,0,ÃèÊö
15,Consume;3,icon;2;1,box milk icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300038,0,0,0,0,0,0,ÃèÊö
19,Consume;3,icon;2;1,coklate icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300012,0,0,0,0,0,0,ÃèÊö
20,Consume;3,icon;2;1,nengliang icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300060,0,0,0,0,0,0,ÃèÊö
21,Consume;3,icon;2;1,huluobo icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300088,0,0,0,0,0,0,ÃèÊö
22,Consume;3,icon;2;1,yumi icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300106,0,0,0,0,0,0,ÃèÊö
23,Consume;3,icon;2;1,junliang icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300062,0,0,0,0,0,0,ÃèÊö
24,Consume;3,icon;2;1,sanmizhi icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300122,0,0,0,0,0,0,ÃèÊö
25,Consume;3,icon;2;1,nainao icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300022,0,0,0,0,0,0,ÃèÊö
27,Consume;3,icon;2;1,beef icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300018,0,0,0,0,0,0,ÃèÊö
28,Consume;3,icon;2;1,tiantian icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300026,0,0,0,0,0,0,ÃèÊö
30,Consume;3,icon;2;1,pingguo icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300042,0,0,0,0,0,0,ÃèÊö
31,Consume;3,icon;2;1,tiancai icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300024,0,0,0,0,0,0,ÃèÊö
34,Consume;3,icon;2;1,beer icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300000,0,0,0,0,0,0,ÃèÊö
35,Consume;3,icon;2;1,guojiang icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300050,0,0,0,0,0,0,ÃèÊö
36,Consume;3,icon;2;1,weisji icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300000,0,0,0,0,0,0,ÃèÊö
37,Consume;3,icon;2;1,banana icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300064,0,0,0,0,0,0,ÃèÊö
38,Consume;3,icon;2;1,hanbao icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300020,0,0,0,0,0,0,ÃèÊö
39,Consume;3,icon;2;1,jitui icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300100,0,0,0,0,0,0,ÃèÊö
42,Consume;3,icon;2;1,soda icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300072,0,0,0,0,0,0,ÃèÊö
51,Consume;3,icon;2;1,huoji icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300066,0,0,0,0,0,0,ÃèÊö
55,Consume;3,icon;2;1,xigua icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300076,0,0,0,0,0,0,ÃèÊö
56,Consume;3,icon;2;1,shadingyu icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300006,0,0,0,0,0,0,ÃèÊö
57,Consume;3,icon;2;1,spider icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300110,0,0,0,0,0,0,ÃèÊö
58,Consume;3,icon;2;1,liyu icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300114,0,0,0,0,0,0,ÃèÊö
59,Consume;3,icon;2;1,xueyu icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300116,0,0,0,0,0,0,ÃèÊö
101,Consume;3,icon;2;1,xiyaoxiang icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300126,0,0,0,0,0,0,ÃèÊö
102,Consume;3,icon;2;1,bengdai icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300094,0,0,0,0,0,0,ÃèÊö
103,Consume;3,icon;2;1,jiedu icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300120,0,0,0,0,0,0,ÃèÊö
105,Consume;3,icon;2;1,shengshang icon,assetobject;1,b84a5c63a24a74943a8d280025f54579:21300054,0,0,0,0,0,0,ÃèÊö
